genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Cranial_Capacity,Height,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_etiqueta_num,genero_especie_num
Australopithecus,4.89856976,0,1,1,263.10281,120.5543,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,2.56712237,0,2,2,415.82555,118.84507,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,4.32164462,0,1,2,266.60284,113.46795,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,3.92479021,0,0,2,174.45912,127.69714,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,4.42911366,0,1,2,179.96107,102.93382,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Otros,0.68365468,1,1,0,445.75716,98.22112,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Otros,0.31369219,0,2,1,354.31216,126.94318,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,1.79887632,1,3,3,1196.21464,152.50195,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homininos,7.05492928,0,0,2,293.868,98.60347,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,3.98854793,0,0,2,160.35181,116.19693,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,1.67015446,0,1,3,811.95427,153.69523,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo temprano,0.4384211,2,0,1,1235.45109,182.13473,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.37616052,1,3,3,900.86881,168.55135,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,2.35221653,0,2,2,332.88206,118.6356,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,1.63528102,0,2,2,505.8657,118.64637,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,2.59417417,0,2,2,313.37981,112.07115,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Otros,0.83312492,0,2,1,325.97265,131.55907,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,2.65601179,0,1,3,792.00072,130.15919,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Otros,0.91815734,0,2,1,232.36249,133.02914,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,1.96004835,1,3,3,1089.82937,167.46937,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.75586148,0,1,2,496.81267,133.71637,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Otros,0.13724473,1,1,0,198.90739,104.96213,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo tardío,0.46323855,0,1,3,1205.16146,166.37879,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.94421256,1,3,3,1053.08379,150.51841,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo tardío,0.63108354,2,0,1,1216.39863,160.42327,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,1.4834652,2,3,3,1012.11251,175.00719,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.3218227,0,2,1,595.5768,111.10623,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homininos,3.83417154,0,1,2,171.4523,118.92574,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Otros,0.63706054,1,1,0,199.5211,96.49948,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homininos,5.97660097,0,1,1,76.36944,128.22917,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Otros,0.86136874,1,1,0,326.49207,91.22635,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,2.46528274,0,1,3,770.9957,120.46163,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homininos,3.86504005,0,1,2,194.65016,107.66153,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,0.66837565,2,0,1,1330.01693,181.24334,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,4.03148691,0,1,1,265.72734,127.30135,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,4.18532356,0,1,2,427.31187,109.03606,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,2.42284825,1,3,3,591.23324,144.30582,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,3.69630065,0,1,2,420.82106,126.95403,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homininos,7.39938138,0,0,2,269.02175,88.72691,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Paranthropus,2.2645769,0,1,1,486.42442,117.16568,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,4.63467345,0,1,1,364.25542,125.9811,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,4.73597494,0,1,1,238.14567,122.34503,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.73831896,2,0,1,1146.18629,167.58736,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo tardío,0.06738356,2,0,1,996.96313,155.17775,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,1.40863945,0,1,3,818.72292,156.51736,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.3213818,0,1,0,454.77309,113.27123,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.25329631,0,1,3,714.11548,132.90036,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,4.18780601,0,1,2,436.33314,133.83017,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Paranthropus,2.64003843,0,1,0,486.77794,111.6552,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.30332758,0,1,3,1197.01139,165.53569,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,2.86805624,0,1,3,586.67325,131.95615,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,3.75152392,0,2,1,467.6882,115.87232,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Otros,0.66243925,0,2,1,394.92937,129.58491,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,2.4848413,0,2,2,380.60296,114.53699,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,1.18098881,1,3,3,941.13031,165.64653,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,2.54094532,0,1,2,461.02275,127.95309,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.47588967,1,1,0,294.61658,95.84289,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo tardío,0.00313912,0,1,3,1336.72243,170.57046,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.43456773,2,3,3,874.50637,178.98675,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.94415251,0,1,3,1106.0563,172.4769,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homininos,4.0793946,0,1,2,182.64837,104.13613,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,2.28792691,0,1,2,314.91312,112.88399,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo tardío,1.15192299,0,1,3,1128.87296,156.34441,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homininos,4.03734355,0,1,2,245.12768,108.93947,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,4.20051074,0,1,2,264.30761,126.05239,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,1.1627079,1,3,3,906.0953,156.44882,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.54805671,1,3,3,601.45803,144.20215,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,4.41389677,0,1,2,412.13567,120.96557,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,4.33558554,0,1,1,470.53673,113.96465,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,1.11394613,2,3,3,1138.91725,169.65758,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,2.37547514,0,1,3,707.79697,139.04537,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,1.79444129,0,2,1,584.82411,129.108,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.92273259,0,1,3,1024.33713,142.66275,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Otros,0.45643193,0,2,1,255.72823,124.18869,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,4.76464096,0,1,1,407.70956,122.60741,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,7.28283743,0,0,2,26.84167,89.73378,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Paranthropus,2.7181697,0,1,1,649.70329,117.93871,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,0.72370514,2,3,3,997.50125,178.31838,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.15587948,0,1,2,372.03914,114.91984,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.48869485,0,0,2,189.30472,114.58491,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo tardío,0.85879126,2,0,1,998.40787,152.08788,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,2.21726253,0,1,3,645.073,127.89918,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Paranthropus,2.2210145,0,1,1,357.53504,115.37391,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,6.75408105,0,0,2,232.2415,86.9177,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo tardío,0.47584725,0,1,3,1188.27547,157.78019,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.98066426,0,1,3,713.40876,165.84008,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.55819883,0,1,0,366.65047,119.32268,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,7.32008615,0,0,2,206.45092,99.0059,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo tardío,0.891361,0,1,3,1217.27169,161.65403,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.55479163,2,3,3,1124.72549,173.84498,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,1.7689353,0,2,2,507.51089,117.64588,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,4.32426589,0,1,1,337.01891,119.81705,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,3.33221751,0,0,2,352.68849,124.14045,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,1.44116561,1,3,3,1061.95892,160.87581,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.40846508,0,0,2,350.40404,117.08992,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,3.17423078,0,1,3,659.0522,138.91694,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,2.00145158,0,1,1,540.70849,106.9437,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,6.04083205,0,1,1,284.79564,129.93373,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,0.26646957,2,0,1,1325.20322,181.07639,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Otros,0.91866449,1,1,0,427.84226,100.10445,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,1.97940474,1,3,3,1019.90475,158.19216,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.94458478,0,2,1,642.71801,117.00498,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.94112096,0,2,1,429.48325,101.12625,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo tardío,0.10881314,0,1,3,1089.61328,176.22011,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.50709497,0,1,0,437.06792,115.94955,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,1.11244141,2,3,3,1154.02232,164.19683,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.46909344,0,1,3,1234.6046,161.66858,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.42269094,1,3,3,1008.19902,168.35633,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,4.59979173,0,1,1,380.76166,116.51541,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,2.45399552,0,1,1,612.26798,112.68973,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,2.8111987,0,1,2,400.17989,121.46321,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.75972329,0,2,1,588.59141,102.24715,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,1.88292814,1,3,3,757.08443,140.85859,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo tardío,0.85813418,0,1,3,1228.08409,177.89429,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.01872866,2,3,3,1160.21137,169.30168,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homininos,6.0764399,0,1,1,123.51133,122.52258,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,0.84209895,0,1,3,1196.75048,154.19471,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,2.12496132,1,3,3,656.53516,145.85393,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Paranthropus,2.75080695,0,1,1,469.57207,102.05209,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Otros,0.71920814,0,2,1,283.99471,130.12538,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,2.11300827,0,2,2,467.32399,100.82068,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,3.97988791,0,0,2,236.82436,120.84064,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,3.7843995,0,1,2,345.93957,112.57972,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homininos,6.97204772,0,0,2,292.21534,91.79051,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Otros,0.05921914,0,2,1,384.23439,133.26208,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.91708572,0,1,3,963.68263,147.65333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.11553126,2,3,3,1145.79497,174.52005,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.5888308,0,0,2,439.14287,114.36447,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,6.9523155,0,0,2,243.27101,91.31074,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homininos,7.53565997,0,0,2,89.96452,95.73358,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.92576983,1,3,3,1174.97285,154.89107,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,4.73252444,0,1,1,236.85562,118.64887,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.73536347,0,1,3,1185.55607,170.44127,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,2.14134324,0,2,2,320.53724,115.62085,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,1.88799141,0,1,3,924.51055,155.7023,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo tardío,0.49567734,0,1,3,993.44941,148.52666,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,2.07943677,0,1,3,701.17719,156.99143,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,3.85003513,0,1,2,446.13101,134.75982,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Paranthropus,2.18008355,0,2,1,508.19895,127.4185,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Australopithecus,3.41300118,0,0,2,265.46898,120.20669,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,3.88667744,0,0,2,410.04694,117.10209,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,3.92149644,0,1,1,247.73854,123.52635,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.47425001,0,1,3,1188.7866,159.49681,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.15398123,0,1,2,237.5198,129.07368,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,3.72999237,0,1,2,257.28184,139.59071,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo tardío,0.0969807,0,1,3,1181.28304,160.1288,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,3.12086853,0,1,0,417.21884,113.55745,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Paranthropus,2.78972015,0,1,0,420.34195,113.91996,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,3.86185703,0,1,2,391.80249,110.67848,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,3.73546229,0,2,1,429.41486,106.63885,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,2.69480571,0,1,1,353.32813,118.38073,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,3.40673032,0,2,1,523.23922,109.37527,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.41184955,0,0,2,415.48492,128.16745,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,0.67559911,2,0,1,1183.6824,183.52167,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.42995649,1,3,3,1139.55616,152.38512,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,4.34400494,0,1,2,452.58343,136.78166,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homininos,6.69569802,0,1,1,287.15472,126.54157,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.52514375,0,1,1,541.40662,104.55249,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,2.73226215,0,1,2,393.11362,122.09913,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.95652951,1,1,0,268.93158,100.91819,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo tardío,0.5165389,2,0,1,952.64764,165.53369,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Otros,0.05129421,1,1,0,215.53514,97.92874,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,1.64442694,1,3,3,846.13292,143.53104,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,1.88517393,0,2,2,540.11921,103.25916,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo tardío,0.37819402,0,1,3,1110.49378,160.1497,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Otros,0.06439849,1,1,0,448.75687,94.18059,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Otros,0.76892063,0,2,1,297.33073,135.38486,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homininos,5.77785018,0,1,1,291.23266,129.69523,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,2.35119403,0,1,3,763.60778,135.11256,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Otros,0.93848703,1,1,0,330.74346,105.82945,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Paranthropus,2.0537342,0,1,1,390.31497,105.49791,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,1.13134511,1,3,3,1019.13534,150.1168,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,2.50144792,0,1,3,747.35497,122.06796,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,2.58309476,0,2,2,506.47845,110.03924,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,3.85534524,0,1,2,419.08055,111.93986,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Paranthropus,2.12823806,0,2,1,429.0977,111.7747,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Australopithecus,2.34593338,0,2,2,479.86002,114.09001,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,6.40995017,0,1,1,90.1866,121.47808,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,1.93772146,1,3,3,1110.1499,164.78359,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homininos,4.53049269,0,1,2,242.83643,107.87986,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,4.72922927,0,1,1,269.94054,112.37017,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,6.94160439,0,0,2,132.71759,89.78673,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,0.45477527,2,0,1,1201.96852,167.38037,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.9414706,1,3,3,661.45766,142.55553,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo tardío,0.82958621,2,0,1,1245.8289,160.32493,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo tardío,0.77922127,0,1,3,1051.75007,149.35167,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.09715915,2,3,3,875.50829,160.95674,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homininos,4.47184704,0,1,2,386.78982,101.93853,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo tardío,0.38360846,0,1,3,1020.57081,150.66443,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.58959031,2,3,3,938.37195,168.76497,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.8650803,0,1,3,1088.766,146.70901,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.83036336,1,3,3,790.44989,143.71065,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.5153424,1,3,3,1124.64368,165.9432,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homininos,4.51558698,0,1,2,259.75766,108.84903,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Paranthropus,2.72146249,0,1,0,339.47518,115.32498,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,3.9162133,0,1,2,201.21342,125.85747,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,2.20404276,0,1,2,343.79396,127.37653,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,3.97486719,0,1,2,153.57987,101.50697,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo tardío,0.66425493,2,0,1,1105.57642,156.88138,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Otros,0.28910397,0,2,1,246.28578,130.19801,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
